<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
BSE,20131024,1200.64,1204.26,1196.48,1202.88,4354243
BSE,20131023,1196.47,1201.6,1194.47,1200.64,4486038
BSE,20131022,1198.01,1198.01,1191.63,1196.47,1484270
BSE,20131021,1203.77,1206.76,1193.9,1198.01,3795581
BSE,20131020,1194.19,1203.77,1192.17,1203.77,2614350
BSE,20131014,1192.12,1194.19,1192.12,1194.19,775643
BSE,20131013,1194.81,1194.81,1190.83,1192.12,103693
BSE,20131010,1191.17,1194.81,1189.7,1194.81,3132931
BSE,20131009,1196.45,1197.26,1189.88,1191.17,5859228
BSE,20131008,1198.74,1198.74,1192.02,1196.45,1610540
BSE,20131007,1194.17,1198.74,1194.17,1198.74,2370088
BSE,20131006,1194.04,1196.28,1193.92,1194.17,1173399
BSE,20131003,1195.27,1195.3,1189.37,1194.04,2999670
BSE,20131002,1189.29,1195.27,1189.29,1195.27,1009549
BSE,20131001,1193.93,1194.26,1188.56,1189.29,3134785
BSE,20130930,1194.88,1195.22,1191.09,1193.93,1158305
BSE,20130929,1197.23,1197.23,1190.92,1194.88,3066176
BSE,20130926,1196.5,1198.34,1196.5,1197.23,1342915
BSE,20130925,1190.85,1196.84,1190.85,1196.5,4194173
BSE,20130924,1191.56,1194.29,1185.88,1190.85,4877305
BSE,20130923,1195.07,1195.52,1191.37,1191.56,1451673
BSE,20130922,1199.09,1199.9,1191.29,1195.07,3274737
BSE,20130919,1193.12,1199.58,1193.12,1199.09,1025051
BSE,20130918,1192.15,1194.18,1192.15,1193.12,1825754
BSE,20130917,1191.01,1192.15,1190.86,1192.15,685312
BSE,20130916,1185.65,1191.01,1185.65,1191.01,790130
BSE,20130915,1181.71,1185.65,1181.71,1185.65,844745
BSE,20130912,1183.59,1183.59,1179.76,1181.71,743522
BSE,20130911,1184.91,1184.91,1181.02,1183.59,873570
BSE,20130910,1179.75,1184.91,1178.72,1184.91,2366570
BSE,20130909,1181.52,1182.87,1178.46,1179.75,1639000
BSE,20130908,1180.77,1183.96,1178.68,1181.52,294835
BSE,20130905,1184.92,1184.92,1180.59,1180.77,457905
BSE,20130904,1184.4,1185.46,1181.3,1184.92,40793516
BSE,20130903,1188.69,1188.69,1180.55,1184.4,2410257
BSE,20130902,1188.05,1188.69,1181.91,1188.69,1109469
BSE,20130901,1188.27,1188.81,1188.05,1188.05,376913
BSE,20130829,1189.78,1194.3,1186.84,1188.27,757158
BSE,20130828,1186.28,1190.59,1184.55,1189.78,1259282
BSE,20130827,1201.1,1201.21,1183.71,1186.28,4282386
BSE,20130826,1200.75,1201.59,1200.75,1201.1,1483925
BSE,20130825,1202.99,1202.99,1200.75,1200.75,5516783
BSE,20130822,1199.9,1202.99,1199.9,1202.99,2017908
BSE,20130821,1201.86,1201.86,1199.9,1199.9,4422142
BSE,20130820,1202.68,1203.71,1194.68,1201.86,3267854
BSE,20130819,1201.21,1206.22,1201.21,1202.68,2268427
BSE,20130818,1200.88,1203.98,1200.88,1201.21,2109000
BSE,20130815,1196.98,1200.55,1193.67,1200.88,993481
BSE,20130814,1198.33,1198.33,1187.92,1196.98,1245355
BSE,20130813,1199.78,1201.06,1198.33,1198.33,1375556
BSE,20130807,1199.54,1199.78,1195.59,1199.78,637801
BSE,20130806,1199.38,1199.54,1197.84,1199.54,609227
BSE,20130805,1191.76,1199.38,1187.9,1199.38,2535460
BSE,20130804,1198.74,1198.74,1188.44,1191.76,684703
BSE,20130801,1194.9,1198.74,1193.59,1198.74,1805209
BSE,20130731,1192.23,1194.9,1189.58,1194.9,2205811
BSE,20130730,1191.2,1192.23,1189.49,1192.23,448201
BSE,20130729,1184.01,1191.2,1184.01,1191.2,252616
BSE,20130728,1188.63,1189.67,1181.44,1184.01,1058531
BSE,20130725,1185.37,1188.63,1180.74,1188.63,845754
BSE,20130724,1185.1,1185.44,1183.15,1185.37,1673404
BSE,20130723,1185.52,1186.56,1183.64,1185.1,1084634
BSE,20130722,1185.52,1185.52,1185.52,1185.52,825222
BSE,20130721,1189.15,1189.25,1184.23,1185.52,1330009
BSE,20130718,1189.08,1191.05,1184.14,1189.15,1403406
BSE,20130717,1187.47,1189.08,1184.99,1189.08,2083023
BSE,20130716,1187.08,1187.47,1184.29,1187.47,1482313
BSE,20130715,1185.39,1187.08,1183.32,1187.08,3892751
BSE,20130714,1189.82,1189.82,1177.84,1185.39,1204100
BSE,20130711,1190.3,1190.3,1187.94,1189.82,2364872
BSE,20130710,1190.3,1190.3,1190.3,1190.3,719291
BSE,20130709,1191.7,1191.7,1187.43,1190.3,2235200
BSE,20130708,1193.45,1193.45,1187.34,1191.7,1661373
BSE,20130707,1191.32,1193.45,1191.32,1193.45,1692263
BSE,20130704,1188.82,1191.32,1184.87,1191.32,2075310
BSE,20130703,1186.77,1188.86,1186.77,1188.82,498756
BSE,20130702,1184.84,1187.42,1184.84,1186.77,2021347
BSE,20130701,1187.79,1187.79,1181.46,1184.84,2151131
BSE,20130630,1188.78,1194.22,1185.63,1187.79,2580942
BSE,20130627,1188.21,1193.34,1188.21,1188.78,1740158
BSE,20130626,1194.46,1194.46,1181.08,1188.21,7334887
BSE,20130625,1197.99,1197.99,1192.76,1194.46,737571
BSE,20130624,1202.73,1202.73,1194.32,1197.99,2069863
BSE,20130623,1201.69,1203.78,1201.69,1202.73,1461492
BSE,20130620,1202.39,1203.91,1201.48,1201.69,23234144
BSE,20130619,1204.41,1204.41,1201.09,1202.39,2807701
BSE,20130618,1205.59,1206.01,1204.41,1204.41,2161369
BSE,20130617,1198.8,1205.59,1198.8,1205.59,5912142
BSE,20130616,1198.61,1198.8,1198.61,1198.8,753626
BSE,20130613,1203.2,1203.2,1194.73,1198.61,4670235
BSE,20130612,1199.63,1203.76,1199.63,1203.2,826950
BSE,20130611,1196.01,1202.09,1196.01,1199.63,3614996
BSE,20130610,1195.38,1197.98,1195.18,1196.01,2048792
BSE,20130609,1201.42,1201.42,1195.38,1195.38,2678405
BSE,20130606,1209.32,1209.32,1196.24,1201.42,3449024
BSE,20130605,1200.69,1209.32,1189.89,1209.32,3034566
BSE,20130604,1198.94,1201.81,1196.06,1200.69,3984533
BSE,20130603,1198.68,1199.44,1195.08,1198.94,7482178
BSE,20130602,1196.46,1201.91,1194.8,1198.68,3851860
BSE,20130530,1182.69,1196.46,1182.69,1196.46,7213536
BSE,20130529,1182.16,1184.93,1182.16,1182.69,4548805
BSE,20130528,1177.74,1182.16,1177.74,1182.16,4933160
BSE,20130527,1180.33,1183.15,1167.88,1177.74,5050383
BSE,20130526,1170.39,1180.33,1170.39,1180.33,6072280
BSE,20130523,1168.86,1171.43,1166.27,1170.39,8534341
BSE,20130522,1167.19,1169.55,1163.69,1168.86,1621587
BSE,20130521,1162.84,1167.72,1162.54,1167.19,10893309
BSE,20130520,1158.37,1162.84,1156.22,1162.84,486422034
BSE,20130519,1147.85,1158.37,1147.85,1158.37,8318262
BSE,20130516,1148.48,1148.48,1146.56,1147.85,2903775
BSE,20130515,1148.45,1150.35,1145.7,1148.48,3947337
BSE,20130514,1142.31,1150.24,1141.78,1148.45,46291593
BSE,20130513,1138.74,1142.31,1136.98,1142.31,1022801
BSE,20130512,1134.31,1138.74,1134.31,1138.74,3465340
BSE,20130509,1130.03,1135.35,1124.66,1134.31,2477716
BSE,20130508,1120.13,1131.89,1120.13,1130.03,1620332
BSE,20130507,1113.03,1120.13,1113.03,1120.13,2749713
BSE,20130506,1108.62,1113.03,1108.1,1113.03,1050235
BSE,20130505,1102.6,1108.62,1101.89,1108.62,1934326
BSE,20130502,1104.17,1107.15,1100.01,1102.6,2697720
BSE,20130430,1101.09,1104.17,1101.09,1104.17,3900047
BSE,20130429,1095.65,1101.09,1094.15,1101.09,6419962
BSE,20130428,1097.43,1097.43,1090.4,1095.65,4418760
BSE,20130425,1085.98,1097.43,1085.98,1097.43,1759617
BSE,20130424,1086.02,1086.02,1083.28,1085.98,378367
BSE,20130423,1088.14,1088.26,1084.95,1086.02,3220236
BSE,20130422,1088.28,1089.04,1087.15,1088.14,3316773
BSE,20130421,1093.28,1094.46,1088.28,1088.28,1323148
BSE,20130418,1092.22,1093.28,1090.15,1093.28,6984967
BSE,20130417,1092.25,1093.07,1086.48,1092.22,2953757
BSE,20130416,1087.63,1094.32,1085.74,1092.25,3183785
BSE,20130415,1091.88,1093.89,1087.63,1087.63,7561832
BSE,20130414,1087.98,1091.88,1087.98,1091.88,58041022
BSE,20130411,1085.19,1087.98,1085.19,1087.98,12350969
BSE,20130410,1090.6,1092.15,1084.68,1085.19,3217242
BSE,20130409,1087.64,1091.52,1087.12,1090.6,53215052
BSE,20130408,1090.56,1092.21,1086.27,1087.64,1195174
BSE,20130407,1088.01,1090.56,1086.92,1090.56,2139953
BSE,20130404,1090.17,1090.17,1087.74,1088.01,556909
BSE,20130403,1091.86,1092.13,1087.15,1090.17,949050
BSE,20130402,1091.11,1096.74,1091.11,1091.86,2880276
BSE,20130401,1091.58,1095.74,1090.25,1091.11,1419719
BSE,20130331,1091.13,1091.58,1088.48,1091.58,950612
BSE,20130328,1085.81,1091.13,1083.48,1091.13,8283724
BSE,20130327,1087.04,1087.04,1082.21,1085.81,1661554
BSE,20130326,1085.4,1088.06,1085.4,1087.04,41764125
BSE,20130325,1115.23,1115.23,1085.4,1085.4,1889001
BSE,20130324,1117.6,1117.81,1112.5,1115.23,1871668
BSE,20130321,1119.33,1121.46,1117.6,1117.6,7263450
BSE,20130320,1115.77,1119.33,1110.32,1119.33,4850545
BSE,20130319,1126.35,1129.26,1115.77,1115.77,2100363
BSE,20130318,1127.95,1127.95,1124.84,1126.35,10412505
BSE,20130317,1125.95,1127.95,1125.95,1127.95,624014
BSE,20130314,1115.11,1125.95,1113.69,1125.95,7596542
BSE,20130313,1109.17,1115.11,1107.85,1115.11,3080936
BSE,20130312,1107.84,1110.41,1106.74,1109.17,13739250
BSE,20130311,1107.25,1109.67,1106.84,1107.84,3765674
BSE,20130310,1099.79,1107.25,1099.44,1107.25,2335287
BSE,20130307,1097.98,1102.17,1097.98,1099.79,1884534
BSE,20130306,1092.81,1097.98,1092.81,1097.98,856663
BSE,20130305,1093.73,1101.34,1091.99,1092.81,1067500
