<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
DFM,20141113,4578.43,4658.4,4549.74,4657.29,392693112
DFM,20141112,4588.08,4621.32,4553.52,4578.43,563691078
DFM,20141111,4578.99,4596.22,4519.98,4588.08,543127138
DFM,20141110,4453.16,4579.24,4453.16,4578.99,390795628
DFM,20141109,4406.15,4479.73,4406.15,4453.16,177446690
DFM,20141106,4400.8,4470.09,4391.36,4406.15,303798673
DFM,20141105,4549.05,4549.05,4385.01,4400.8,401482065
DFM,20141104,4577.39,4591.62,4531.11,4549.05,300717065
DFM,20141103,4616.12,4619.95,4564.61,4577.39,250806804
DFM,20141102,4545.39,4670.89,4545.29,4616.12,245003217
DFM,20141030,4622.11,4623.21,4545.39,4545.39,232774684
DFM,20141029,4626.05,4689.08,4615.13,4622.11,355721105
DFM,20141028,4625.21,4654.22,4571.02,4626.05,405627289
DFM,20141027,4689.12,4727.97,4625.21,4625.21,601957379
DFM,20141026,4573.05,4699.44,4573.05,4689.12,480974882
DFM,20141023,4545.91,4579.54,4464.54,4573.05,390007685
DFM,20141022,4441.88,4568.18,4441.88,4545.91,562120327
DFM,20141021,4377.41,4441.88,4318.39,4441.88,348834395
DFM,20141020,4419.36,4529.62,4370.68,4377.41,538130738
DFM,20141019,4270.43,4478.78,4270.43,4419.36,487539284
DFM,20141016,4492.75,4492.75,4231.12,4270.43,702431827
DFM,20141015,4571.9,4644.37,4492.25,4492.75,436395597
DFM,20141014,4708.7,4708.7,4564.8,4571.9,383856116
DFM,20141013,4619.6,4725.03,4497.41,4708.7,632143065
DFM,20141012,4942.89,4942.89,4592.74,4619.6,621615285
DFM,20141009,4899.62,4951.41,4887.22,4942.89,214594187
DFM,20141008,4986.28,4986.28,4890.18,4899.62,253789364
DFM,20141007,4958.18,5011.19,4958.18,4986.28,174749342
DFM,20141002,5042.79,5042.79,4908.75,4958.18,779579303
DFM,20141001,5042.92,5059.45,5014.08,5042.79,198228449
DFM,20140930,4997.91,5048.94,4997.91,5042.92,238577465
DFM,20140929,4990.72,5022.99,4968.92,4997.91,159347470
DFM,20140928,5054.25,5106.88,4989.66,4990.72,231262996
DFM,20140925,5065.02,5113.93,5032.81,5054.25,951629344.73
DFM,20140924,5127.92,5133.23,5023.82,5065.02,286971127
DFM,20140923,5094.82,5162.25,5077.07,5127.92,230574705
DFM,20140922,5088.34,5107.41,5061.46,5094.82,301003029
DFM,20140921,5097.82,5142.75,5088.34,5088.34,553076414
DFM,20140918,4984.71,5097.82,4984.71,5097.82,367015392
DFM,20140917,4984.92,5018.64,4982.68,4984.71,311209657
DFM,20140916,5018.11,5035.76,4977.22,4984.92,383286080
DFM,20140915,4991.23,5039.97,4991.23,5018.11,467351218
DFM,20140914,4961.03,4999.85,4916.65,4991.23,273536782
DFM,20140911,4912.14,4967.28,4807.5,4961.03,448487703
DFM,20140910,5083.09,5083.09,4857.52,4912.14,568073048
DFM,20140909,5090.76,5113.18,5052.06,5083.09,376975047
DFM,20140908,5034.95,5090.76,4965.66,5090.76,391714983
DFM,20140907,5120.75,5161.52,5005.87,5034.95,385767383
DFM,20140904,5171.95,5193.03,5104.2,5120.75,427939535
DFM,20140903,5115.44,5173.3,5115.44,5171.95,343015665
DFM,20140902,5140.78,5166.45,5100.38,5115.44,367528092
DFM,20140901,5062.96,5185.87,5062.96,5140.78,635050424
DFM,20140831,4928.22,5066.55,4928.22,5062.96,431293260
DFM,20140828,4986.13,4989.76,4912.71,4928.22,420614060
DFM,20140827,4974.51,5019.41,4974.51,4986.13,617162095
DFM,20140826,4970.05,4982.26,4937.38,4974.51,360941483
DFM,20140825,4963.1,4992.54,4952.36,4970.05,549424158
DFM,20140824,4907.55,4964.58,4901.81,4963.1,550604246
DFM,20140821,4855.73,4907.55,4843.27,4907.55,243603924
DFM,20140820,4852.06,4859.55,4830.8,4855.73,157951310
DFM,20140819,4825.6,4888.24,4825.6,4852.06,304843046
DFM,20140818,4789.95,4841.55,4780.15,4825.6,197433086
DFM,20140817,4813.06,4820.35,4774.9,4789.95,121945463
DFM,20140814,4805.07,4821.32,4769.73,4813.06,301329395
DFM,20140813,4811.51,4818.96,4778.11,4805.07,174930681
DFM,20140812,4819.86,4856.87,4797.58,4811.51,447558208
DFM,20140811,4739.95,4827.21,4734.99,4819.86,281582589
DFM,20140810,4734.76,4758.4,4723.86,4739.95,188779057
DFM,20140807,4726.57,4757.97,4706.04,4734.76,227184514
DFM,20140806,4842.82,4842.82,4721.93,4726.57,316486168
DFM,20140805,4885.22,4908.29,4818.79,4842.82,379496036
DFM,20140804,4822.25,4935.08,4820.19,4885.22,356667682
DFM,20140803,4833.24,4879.81,4759.27,4822.25,431129757
DFM,20140731,4739.54,4839.62,4735.94,4833.76,335400273
DFM,20140727,4651.75,4768.4,4590.08,4739.54,346140088
DFM,20140724,4667.58,4687.85,4577.65,4651.75,404323789
DFM,20140723,4678.72,4693.68,4631.37,4667.58,317593822
DFM,20140722,4724.95,4734.04,4595.5,4678.72,757260099
DFM,20140721,4609.67,4724.95,4414.13,4724.95,1252944586
DFM,20140720,4903.46,4922.96,4556.33,4609.67,1075130967
DFM,20140717,4858.29,4935.24,4809.78,4903.46,1051302284
DFM,20140716,4765.64,4893.77,4759.03,4858.29,1017334319
DFM,20140715,4610.67,4766.86,4610.67,4765.64,1187713669
DFM,20140714,4579.76,4621.04,4568.31,4610.67,748130875
DFM,20140713,4575.09,4625.87,4562.5,4579.76,619367673
DFM,20140710,4507.93,4623.48,4473.93,4575.09,505327462
DFM,20140709,4508.24,4538.84,4453.91,4507.93,633384125
DFM,20140708,4554.58,4570.71,4453.9,4508.24,776426686
DFM,20140707,4593.57,4626.34,4484.4,4554.58,971418489
DFM,20140706,4399.64,4595.17,4366.69,4593.57,944390796
DFM,20140703,4389.94,4519.62,4282.32,4399.64,1301614900
DFM,20140702,4067.67,4424.78,4064.67,4389.94,1369288377
DFM,20140701,3942.82,4073.39,3730.91,4067.67,1068892641
DFM,20140630,4123.61,4123.61,3899.99,3942.82,503874946
DFM,20140629,4222.75,4246.74,4122.41,4123.61,234652902
DFM,20140626,4253.04,4295.05,4194.76,4222.75,440207538
DFM,20140625,4009.01,4262.04,3980.77,4253.04,842883755
DFM,20140624,4296,4322.83,3921.84,4009.01,706118179
DFM,20140623,4489.9,4489.9,4206.89,4296,598210567
DFM,20140622,4593.27,4636.55,4488.02,4489.9,372757057
DFM,20140619,4522.3,4642.27,4522.3,4593.27,693960033
DFM,20140618,4495.24,4530.46,4423.89,4522.3,427488224
DFM,20140617,4468.67,4565.04,4430.91,4495.24,608064661
DFM,20140616,4609.28,4643.71,4368.31,4468.67,555882202
DFM,20140615,4836.86,4836.86,4608.5,4609.28,546419249
DFM,20140612,4665.24,4837.14,4630.4,4836.86,678529053
DFM,20140611,4693.2,4779.45,4553.33,4665.24,546782412
DFM,20140610,4771.1,4814.68,4601.36,4693.2,623813252
DFM,20140609,4972.78,4972.78,4749.23,4771.1,465722868
DFM,20140608,5100.68,5158.44,4972.78,4972.78,538958606
DFM,20140605,5018.78,5100.68,5018.78,5100.68,354498852
DFM,20140604,5072.92,5095.54,4997.01,5018.78,389671257
DFM,20140603,5151.21,5191.5,5027.23,5072.92,603242289
DFM,20140602,5056.32,5172.02,5044.94,5151.21,809179066
DFM,20140601,5087.47,5131.69,5025.6,5056.32,865664424
DFM,20140529,4845.78,5087.47,4845.78,5087.47,778449835
DFM,20140528,5008.88,5035.17,4841.54,4845.78,468912437
DFM,20140527,4954.62,5036.75,4892.58,5008.88,580863242
DFM,20140526,4864.03,4961.93,4864.03,4954.62,381834285
DFM,20140522,4850.49,4910.7,4780.62,4864.03,528343389
DFM,20140521,4655.71,4853.21,4544.07,4850.49,569067238
DFM,20140520,4855.5,4960.23,4636.6,4655.71,677900531
DFM,20140519,5135.95,5165.67,4819.59,4855.5,592200975
DFM,20140518,5181.14,5182.36,5064.7,5135.95,374949381
DFM,20140515,5318.74,5354.03,5174.06,5181.14,541510601
DFM,20140514,5327.19,5406.62,5246.71,5318.74,750852100
DFM,20140513,5214.25,5334.22,5214.25,5327.19,890257000
DFM,20140512,5138.86,5219.45,5011.45,5214.25,633830714
DFM,20140511,5302.09,5373.24,5129.21,5138.86,570368711
DFM,20140508,5301.94,5343.67,5255.9,5302.09,601018340
DFM,20140507,5374.11,5394.88,5284.35,5301.94,863476792
DFM,20140506,5331.36,5389.8,5299.9,5374.11,843757598
DFM,20140505,5247.29,5376.41,5247.29,5331.36,718331898
DFM,20140504,5078.37,5250.5,5078.37,5247.29,780741048
DFM,20140501,5058.95,5080.55,5000.84,5078.37,408547441
DFM,20140430,5084.97,5104.12,5037.26,5058.95,315893507
DFM,20140429,5074.43,5108.97,5036.96,5084.97,325118342
DFM,20140428,5116.49,5149.13,5021.67,5074.43,633700465
